Position,Track Name,Artist,Streams,Date,Genre
179,Nights Like This (feat. Ty Dolla $ign),Kehlani,606261,3/31/2019,Pop
180,needy,Ariana Grande,603927,3/31/2019,Pop
181,Contando Lunares (feat. Cruz CafunÃ©),Don Patricio,603874,3/31/2019,Rap
182,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,601871,3/31/2019,Pop
183,XO Tour Llif3,Lil Uzi Vert,601620,3/31/2019,Rap
184,No New Friends,Sia,597281,3/31/2019,Pop
185,Fuck Love (feat. Trippie Redd),XXXTENTACION,596991,3/31/2019,Hip Hop
186,Sola,Manuel Turizo,596345,3/31/2019,Pop
187,Imposible,Luis Fonsi,595685,3/31/2019,Pop
188,New Rules,Dua Lipa,594874,3/31/2019,Pop
189,Armed And Dangerous,Juice WRLD,594838,3/31/2019,Rap
190,Africa,TOTO,593898,3/31/2019,Rock
191,Moonlight,Gaullin,593194,3/31/2019,Pop
192,Baby,Amenazzy,592697,3/31/2019,Pop
193,Vaina Loca,Ozuna,586571,3/31/2019,Pop
194,my boy,Billie Eilish,586174,3/31/2019,Pop
195,Blackberry Sky,Eno,586012,3/31/2019,Hip Hop
196,Wolke 10,MERO,581679,3/31/2019,Hip Hop
197,Rise,Jonas Blue,578914,3/31/2019,Pop
198,Let You Love Me,Rita Ora,578645,3/31/2019,Pop
199,Thinking out Loud,Ed Sheeran,571075,3/31/2019,Pop
200,Wonderwall - Remastered,Oasis,569454,3/31/2019,Pop
1,bad guy,Billie Eilish,7220348,4/1/2019,Pop
2,wish you were gay,Billie Eilish,4195019,4/1/2019,Pop
3,bury a friend,Billie Eilish,3929090,4/1/2019,Pop
4,Con Calma,Daddy Yankee,3852893,4/1/2019,Hip Hop
5,7 rings,Ariana Grande,3773770,4/1/2019,Pop
6,Sucker,Jonas Brothers,3363967,4/1/2019,Pop
7,when the party's over,Billie Eilish,3229083,4/1/2019,Pop
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3209021,4/1/2019,Rap
9,Old Town Road,Lil Nas X,3163468,4/1/2019,Pop
10,all the good girls go to hell,Billie Eilish,3030444,4/1/2019,Pop
11,Wow.,Post Malone,2981556,4/1/2019,Rap
12,xanny,Billie Eilish,2913357,4/1/2019,Pop
13,Shallow,Lady Gaga,2844447,4/1/2019,Pop
14,you should see me in a crown,Billie Eilish,2713324,4/1/2019,Pop
15,my strange addiction,Billie Eilish,2690882,4/1/2019,Pop
16,break up with your girlfriend;;i'm bored,Ariana Grande,2669739,4/1/2019,Pop
17,Don't Call Me Up,Mabel,2388103,4/1/2019,Pop
18,Dancing With A Stranger (with Normani),Sam Smith,2351648,4/1/2019,Pop
19,i love you,Billie Eilish,2271954,4/1/2019,Pop
20,ilomilo,Billie Eilish,2225144,4/1/2019,Pop
21,Sweet but Psycho,Ava Max,2169957,4/1/2019,Pop
22,Calma - Remix,Pedro CapÃ³,2151946,4/1/2019,Pop
23,MIDDLE CHILD,J. Cole,2107272,4/1/2019,Hip Hop
24,Happier,Marshmello,2084390,4/1/2019,Pop
25,listen before i go,Billie Eilish,2059730,4/1/2019,Pop
26,Here With Me,Marshmello,2059727,4/1/2019,Pop
27,Baila Baila Baila,Ozuna,2059641,4/1/2019,Pop
28,Pa MÃ­ - Remix,Dalex,2059165,4/1/2019,Rap
29,Without Me,Halsey,2019564,4/1/2019,Pop
30,HP,Maluma,2016338,4/1/2019,Other
31,i'm so tired...,Lauv,1990320,4/1/2019,Pop
32,Let Me Down Slowly,Alec Benjamin,1952117,4/1/2019,Pop
33,Talk,Khalid,1938107,4/1/2019,Pop
34,thank u;;next,Ariana Grande,1935116,4/1/2019,Pop
35,Secreto,Anuel AA,1934643,4/1/2019,Rap
36,8,Billie Eilish,1876730,4/1/2019,Pop
37,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1841549,4/1/2019,Pop
38,Giant (with Rag'n'Bone Man),Calvin Harris,1753959,4/1/2019,Pop
39,Murder On My Mind,YNW Melly,1750997,4/1/2019,Rap
40,Going Bad (feat. Drake),Meek Mill,1729567,4/1/2019,Pop
41,Con Altura,ROSALÃA,1725242,4/1/2019,Other
42,High Hopes,Panic! At The Disco,1637724,4/1/2019,Pop
43,Taki Taki (with Selena Gomez;;Ozuna & Cardi B),DJ Snake,1512816,4/1/2019,Pop
44,My Bad,Khalid,1496863,4/1/2019,Pop
45,Pure Water (with Migos),Mustard,1491501,4/1/2019,Pop
46,lovely,Billie Eilish,1490679,4/1/2019,Pop
47,I Canâ€™t Get Enough (benny blanco;;Selena Gomez;;J Balvin;;Tainy),benny blanco,1452953,4/1/2019,Pop
48,goodbye,Billie Eilish,1449438,4/1/2019,Pop
49,MIA (feat. Drake),Bad Bunny,1440143,4/1/2019,Rap
50,Adan y Eva,Paulo Londra,1437692,4/1/2019,Hip Hop
51,Please Me,Cardi B,1429343,4/1/2019,Pop
52,Bohemian Rhapsody - Remastered 2011,Queen,1423975,4/1/2019,Rock
53,Who Do You Love,The Chainsmokers,1389568,4/1/2019,Pop
54,Eastside (with Halsey & Khalid),benny blanco,1389227,4/1/2019,Pop
55,Someone You Loved,Lewis Capaldi,1383846,4/1/2019,Pop
56,Te RobarÃ©,Nicky Jam,1361181,4/1/2019,Hip Hop
57,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,1341139,4/1/2019,Pop
58,Robbery,Juice WRLD,1335905,4/1/2019,Rap
59,On My Way,Alan Walker,1333087,4/1/2019,Pop
60,Better Now,Post Malone,1331807,4/1/2019,Rap
61,Desconocidos,Mau y Ricky,1328054,4/1/2019,Pop
62,SICKO MODE,Travis Scott,1316703,4/1/2019,Rap
63,Be Alright,Dean Lewis,1315139,4/1/2019,Pop
64,Verte Ir,DJ Luian,1311005,4/1/2019,Hip Hop
65,Mixed Personalities (feat. Kanye West),YNW Melly,1275172,4/1/2019,Rap
66,Look Back at It,A Boogie Wit da Hoodie,1240477,4/1/2019,Pop
67,Te Vi,Piso 21,1221319,4/1/2019,Pop
68,Girls Like You (feat. Cardi B),Maroon 5,1200388,4/1/2019,Pop
69,Un AÃ±o,Sebastian Yatra,1195808,4/1/2019,Pop
70,Better,Khalid,1184695,4/1/2019,Pop
71,So Am I,Ava Max,1158664,4/1/2019,Pop
72,Amanece,Anuel AA,1158125,4/1/2019,Rap
73,rockstar (feat. 21 Savage),Post Malone,1149065,4/1/2019,Rap
74,Au DD,PNL,1139550,4/1/2019,Pop
75,a lot,21 Savage,1132239,4/1/2019,Hip Hop
76,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1129003,4/1/2019,Pop
77,Lucid Dreams,Juice WRLD,1119283,4/1/2019,Rap
78,Thotiana,Blueface,1112972,4/1/2019,Rap
79,Ella Quiere Beber - Remix,Anuel AA,1106327,4/1/2019,Rap
80,idontwannabeyouanymore,Billie Eilish,1091121,4/1/2019,Pop
81,Saturday Nights,Khalid,1078982,4/1/2019,Pop
82,Bad Liar,Imagine Dragons,1068806,4/1/2019,Pop
83,Walk Me Home,P!nk,1063804,4/1/2019,Pop
84,SAD!,XXXTENTACION,1053437,4/1/2019,Hip Hop
85,R.I.P. (feat. Rita Ora & Anitta),SofÃ­a Reyes,1050309,4/1/2019,Pop
86,Just You and I,Tom Walker,1044995,4/1/2019,Pop
87,ZEZE (feat. Travis Scott & Offset),Kodak Black,1042247,4/1/2019,Hip Hop
88,Esclavo de Tus Besos,Manuel Turizo,1040576,4/1/2019,Pop
89,Youngblood,5 Seconds of Summer,1040337,4/1/2019,Pop
90,Always Remember Us This Way,Lady Gaga,1036715,4/1/2019,Pop
91,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1024379,4/1/2019,Hip Hop
92,DEUTSCHLAND,Rammstein,1005561,4/1/2019,Rock
93,2002,Anne-Marie,989581,4/1/2019,Pop
94,Cherry Lady,Capital Bra,981857,4/1/2019,Hip Hop
95,Moonlight,XXXTENTACION,965742,4/1/2019,Hip Hop
96,Faucet Failure,Ski Mask The Slump God,963347,4/1/2019,Hip Hop
97,Shape of You,Ed Sheeran,946222,4/1/2019,Pop
98,Don't Stop Me Now - Remastered 2011,Queen,930052,4/1/2019,Rock
99,In My Mind,Dynoro,924482,4/1/2019,Pop
100,Promises (with Sam Smith),Calvin Harris,913681,4/1/2019,Pop
101,Another One Bites The Dust - Remastered 2011,Queen,909513,4/1/2019,Rock
102,Wake Up in the Sky,Gucci Mane,905548,4/1/2019,Pop
103,Self,Khalid,899907,4/1/2019,Pop
104,Body (feat. brando),Loud Luxury,898616,4/1/2019,Pop
105,Last Hurrah,Bebe Rexha,897522,4/1/2019,Pop
106,Believer,Imagine Dragons,893287,4/1/2019,Pop
107,Mo Bamba,Sheck Wes,891940,4/1/2019,Hip Hop
108,bellyache,Billie Eilish,889351,4/1/2019,Pop
109,Soltera,Lunay,888390,4/1/2019,Pop
110,ocean eyes,Billie Eilish,887683,4/1/2019,Pop
111,I Like It,Cardi B,882830,4/1/2019,Pop
112,The Bones,Maren Morris,882688,4/1/2019,Other
113,Contra La Pared,Sean Paul,880617,4/1/2019,Pop
114,Love Someone,Lukas Graham,872474,4/1/2019,Pop
115,I Like Me Better,Lauv,867628,4/1/2019,Pop
116,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,866886,4/1/2019,Other
117,Adictiva,Daddy Yankee,866024,4/1/2019,Hip Hop
118,Dedication (feat. Kendrick Lamar),Nipsey Hussle,865238,4/1/2019,Pop
119,Si Se Da,Myke Towers,863731,4/1/2019,Rap
120,Perfect,Ed Sheeran,862838,4/1/2019,Pop
121,Kills You Slowly,The Chainsmokers,858240,4/1/2019,Pop
122,Don't Worry Bout Me,Zara Larsson,857522,4/1/2019,Pop
123,Psycho (feat. Ty Dolla $ign),Post Malone,856419,4/1/2019,Rap
124,Aullando,Wisin & Yandel,856086,4/1/2019,Hip Hop
125,Fast,Juice WRLD,855663,4/1/2019,Rap
126,Say My Name,David Guetta,850466,4/1/2019,Pop
127,Taste (feat. Offset),Tyga,843234,4/1/2019,Pop
128,Jocelyn Flores,XXXTENTACION,834727,4/1/2019,Hip Hop
129,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,826538,4/1/2019,Pop
130,Last Time That I Checc'd (feat. YG),Nipsey Hussle,825853,4/1/2019,Pop
131,no tears left to cry,Ariana Grande,820161,4/1/2019,Pop
132,Grinding All My Life,Nipsey Hussle,813259,4/1/2019,Pop
133,Too Good At Goodbyes,Sam Smith,807255,4/1/2019,Pop
134,Lost In Japan,Shawn Mendes,804921,4/1/2019,Pop
135,Undrunk,FLETCHER,801597,4/1/2019,Pop
136,I,Lil Skies,801289,4/1/2019,Pop
137,Affalterbach,Shindy,795723,4/1/2019,Hip Hop
138,God's Plan,Drake,795549,4/1/2019,Pop
139,One Kiss (with Dua Lipa),Calvin Harris,792548,4/1/2019,Pop
140,Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,781007,4/1/2019,Pop
141,Reggaeton,J Balvin,777117,4/1/2019,Rap
142,Say You Won't Let Go,James Arthur,774821,4/1/2019,Pop
143,Envy Me,Calboy,773505,4/1/2019,Rap
144,IDGAF,Dua Lipa,767606,4/1/2019,Pop
145,No Sleep (feat. Bonn),Martin Garrix,764788,4/1/2019,Pop
146,Hear Me Calling,Juice WRLD,764348,4/1/2019,Rap
147,Price On My Head (feat. The Weeknd),NAV,761665,4/1/2019,Pop
148,Wow. - Remix,Post Malone,761648,4/1/2019,Rap
149,Natural,Imagine Dragons,751332,4/1/2019,Pop
150,Thunder,Imagine Dragons,750949,4/1/2019,Pop
151,Beautiful (feat. Camila Cabello),Bazzi,744857,4/1/2019,Pop
152,Under Pressure - Remastered 2011,Queen,742485,4/1/2019,Rock
153,Freaky,Tory Lanez,737865,4/1/2019,Pop
154,CrÃ©eme,KAROL G,735830,4/1/2019,Rap
155,FingÃ­as,Paloma Mami,734421,4/1/2019,Pop
156,No New Friends,Sia,734031,4/1/2019,Pop
157,I Fall Apart,Post Malone,721132,4/1/2019,Rap
158,365,Zedd,716559,4/1/2019,Pop
159,Nonstop,Drake,716012,4/1/2019,Pop
160,The Middle,Zedd,715255,4/1/2019,Pop
161,This Feeling,The Chainsmokers,711900,4/1/2019,Pop
162,Splashin,Rich The Kid,711241,4/1/2019,Pop
163,Congratulations,Post Malone,697263,4/1/2019,Rap
164,Havana (feat. Young Thug),Camila Cabello,696437,4/1/2019,Pop
165,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,691430,4/1/2019,Hip Hop
166,Leave Me Alone,Flipp Dinero,686242,4/1/2019,Pop
167,Nights Like This (feat. Ty Dolla $ign),Kehlani,685358,4/1/2019,Pop
168,In My Feelings,Drake,685144,4/1/2019,Pop
169,Best Part (feat. Daniel Caesar),H.E.R.,683190,4/1/2019,Pop
170,Bola Rebola,Tropkillaz,681997,4/1/2019,Pop
171,Blackberry Sky,Eno,681041,4/1/2019,Hip Hop
172,Photograph,Ed Sheeran,679946,4/1/2019,Pop
173,needy,Ariana Grande,678414,4/1/2019,Pop
174,Speechless (feat. Erika Sirola),Robin Schulz,677928,4/1/2019,Pop
175,Bubalu,Becky G,674866,4/1/2019,Pop
176,changes,XXXTENTACION,673960,4/1/2019,Hip Hop
177,Solo (feat. Demi Lovato),Clean Bandit,672625,4/1/2019,Pop
178,NASA,Ariana Grande,669586,4/1/2019,Pop
179,Contando Lunares (feat. Cruz CafunÃ©),Don Patricio,665064,4/1/2019,Rap
180,Money,Cardi B,664713,4/1/2019,Pop
181,Shotgun,George Ezra,661606,4/1/2019,Pop
182,FRIENDS,Marshmello,661215,4/1/2019,Pop
183,Closer,The Chainsmokers,660067,4/1/2019,Pop
184,NI BIEN NI MAL,Bad Bunny,651819,4/1/2019,Rap
185,Moonlight,Gaullin,651755,4/1/2019,Pop
186,New Rules,Dua Lipa,650973,4/1/2019,Pop
187,Let You Love Me,Rita Ora,650463,4/1/2019,Pop
188,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,645503,4/1/2019,Pop
189,my boy,Billie Eilish,640861,4/1/2019,Pop
190,Imposible,Luis Fonsi,640143,4/1/2019,Pop
191,Kiss and Make Up,Dua Lipa,635147,4/1/2019,Pop
192,Red Room,Offset,634633,4/1/2019,Pop
193,Cristina,Sebastian Yatra,634082,4/1/2019,Pop
194,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,632817,4/1/2019,Pop
195,Baby,Amenazzy,630167,4/1/2019,Pop
196,XO Tour Llif3,Lil Uzi Vert,629944,4/1/2019,Rap
197,We Will Rock You - Remastered 2011,Queen,627694,4/1/2019,Rock
198,Armed And Dangerous,Juice WRLD,626751,4/1/2019,Rap
199,Somebody To Love - Remastered 2011,Queen,624881,4/1/2019,Rock
200,Sola,Manuel Turizo,622984,4/1/2019,Pop
1,bad guy,Billie Eilish,7217432,4/2/2019,Pop
2,wish you were gay,Billie Eilish,3980957,4/2/2019,Pop
3,Con Calma,Daddy Yankee,3904103,4/2/2019,Hip Hop
4,bury a friend,Billie Eilish,3815049,4/2/2019,Pop
5,7 rings,Ariana Grande,3787963,4/2/2019,Pop
6,Sucker,Jonas Brothers,3412119,4/2/2019,Pop
7,Old Town Road,Lil Nas X,3235996,4/2/2019,Pop
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3207477,4/2/2019,Rap
9,when the party's over,Billie Eilish,3127879,4/2/2019,Pop
10,Wow.,Post Malone,2985960,4/2/2019,Rap
11,Shallow,Lady Gaga,2851764,4/2/2019,Pop
12,all the good girls go to hell,Billie Eilish,2787106,4/2/2019,Pop
13,xanny,Billie Eilish,2696335,4/2/2019,Pop
14,break up with your girlfriend;;i'm bored,Ariana Grande,2693386,4/2/2019,Pop
15,you should see me in a crown,Billie Eilish,2553730,4/2/2019,Pop
16,my strange addiction,Billie Eilish,2510189,4/2/2019,Pop
17,Don't Call Me Up,Mabel,2415434,4/2/2019,Pop
18,Dancing With A Stranger (with Normani),Sam Smith,2341121,4/2/2019,Pop
19,MONOPOLY (with Victoria MonÃ©t),Ariana Grande,2258634,4/2/2019,Pop
20,Calma - Remix,Pedro CapÃ³,2202663,4/2/2019,Pop
21,Sweet but Psycho,Ava Max,2166933,4/2/2019,Pop
22,Here With Me,Marshmello,2137302,4/2/2019,Pop
23,Pa MÃ­ - Remix,Dalex,2115411,4/2/2019,Rap
24,Baila Baila Baila,Ozuna,2103582,4/2/2019,Pop
25,MIDDLE CHILD,J. Cole,2092311,4/2/2019,Hip Hop
26,Happier,Marshmello,2091951,4/2/2019,Pop
27,i love you,Billie Eilish,2086772,4/2/2019,Pop
28,ilomilo,Billie Eilish,2068783,4/2/2019,Pop
29,HP,Maluma,2061602,4/2/2019,Other
30,Without Me,Halsey,2044451,4/2/2019,Pop
31,i'm so tired...,Lauv,2000187,4/2/2019,Pop
32,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1992103,4/2/2019,Pop
33,Secreto,Anuel AA,1970934,4/2/2019,Rap
34,thank u;;next,Ariana Grande,1948898,4/2/2019,Pop
35,Let Me Down Slowly,Alec Benjamin,1946635,4/2/2019,Pop
36,Talk,Khalid,1891607,4/2/2019,Pop
37,listen before i go,Billie Eilish,1886925,4/2/2019,Pop
38,Going Bad (feat. Drake),Meek Mill,1838984,4/2/2019,Pop
39,Giant (with Rag'n'Bone Man),Calvin Harris,1755691,4/2/2019,Pop
40,Murder On My Mind,YNW Melly,1746350,4/2/2019,Rap
41,Con Altura,ROSALÃA,1725747,4/2/2019,Other
42,8,Billie Eilish,1723744,4/2/2019,Pop
43,High Hopes,Panic! At The Disco,1658967,4/2/2019,Pop
44,lovely,Billie Eilish,1549690,4/2/2019,Pop
45,Pure Water (with Migos),Mustard,1547257,4/2/2019,Pop
46,Taki Taki (with Selena Gomez;;Ozuna & Cardi B),DJ Snake,1531740,4/2/2019,Pop
47,I Canâ€™t Get Enough (benny blanco;;Selena Gomez;;J Balvin;;Tainy),benny blanco,1505691,4/2/2019,Pop
48,My Bad,Khalid,1498297,4/2/2019,Pop
49,MIA (feat. Drake),Bad Bunny,1476525,4/2/2019,Rap
50,Adan y Eva,Paulo Londra,1463996,4/2/2019,Hip Hop
51,Bohemian Rhapsody - Remastered 2011,Queen,1430835,4/2/2019,Rock
52,On My Way,Alan Walker,1417065,4/2/2019,Pop
53,Who Do You Love,The Chainsmokers,1416630,4/2/2019,Pop
54,Someone You Loved,Lewis Capaldi,1415691,4/2/2019,Pop
55,Please Me,Cardi B,1411689,4/2/2019,Pop
56,Eastside (with Halsey & Khalid),benny blanco,1387117,4/2/2019,Pop
57,Te RobarÃ©,Nicky Jam,1385042,4/2/2019,Hip Hop
58,Verte Ir,DJ Luian,1360805,4/2/2019,Hip Hop
59,Desconocidos,Mau y Ricky,1349552,4/2/2019,Pop
60,Better Now,Post Malone,1343634,4/2/2019,Rap
61,Robbery,Juice WRLD,1339003,4/2/2019,Rap
62,Be Alright,Dean Lewis,1326019,4/2/2019,Pop
63,SICKO MODE,Travis Scott,1317598,4/2/2019,Rap
64,goodbye,Billie Eilish,1315085,4/2/2019,Pop
65,So Am I,Ava Max,1295016,4/2/2019,Pop
66,Te Vi,Piso 21,1273532,4/2/2019,Pop
67,Look Back at It,A Boogie Wit da Hoodie,1258137,4/2/2019,Pop
68,Mixed Personalities (feat. Kanye West),YNW Melly,1255407,4/2/2019,Rap
69,Un AÃ±o,Sebastian Yatra,1222361,4/2/2019,Pop
70,Girls Like You (feat. Cardi B),Maroon 5,1221510,4/2/2019,Pop
71,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1184258,4/2/2019,Pop
72,Amanece,Anuel AA,1184126,4/2/2019,Rap
73,Better,Khalid,1179992,4/2/2019,Pop
74,a lot,21 Savage,1179875,4/2/2019,Hip Hop
75,rockstar (feat. 21 Savage),Post Malone,1178317,4/2/2019,Rap
76,Ella Quiere Beber - Remix,Anuel AA,1138521,4/2/2019,Rap
77,Lucid Dreams,Juice WRLD,1128183,4/2/2019,Rap
78,idontwannabeyouanymore,Billie Eilish,1113260,4/2/2019,Pop
79,Au DD,PNL,1109546,4/2/2019,Pop
80,Thotiana,Blueface,1106868,4/2/2019,Rap
81,Walk Me Home,P!nk,1105601,4/2/2019,Pop
82,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,1101850,4/2/2019,Pop
83,Bad Liar,Imagine Dragons,1095147,4/2/2019,Pop
84,Saturday Nights,Khalid,1080615,4/2/2019,Pop
85,SAD!,XXXTENTACION,1071325,4/2/2019,Hip Hop
86,Esclavo de Tus Besos,Manuel Turizo,1068256,4/2/2019,Pop
87,Youngblood,5 Seconds of Summer,1058940,4/2/2019,Pop
88,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1051340,4/2/2019,Hip Hop
89,Always Remember Us This Way,Lady Gaga,1049177,4/2/2019,Pop
90,ZEZE (feat. Travis Scott & Offset),Kodak Black,1023947,4/2/2019,Hip Hop
91,R.I.P. (feat. Rita Ora & Anitta),SofÃ­a Reyes,1020791,4/2/2019,Pop
92,Just You and I,Tom Walker,1015076,4/2/2019,Pop
93,2002,Anne-Marie,980361,4/2/2019,Pop
94,Moonlight,XXXTENTACION,980340,4/2/2019,Hip Hop
95,Shape of You,Ed Sheeran,967232,4/2/2019,Pop
96,Faucet Failure,Ski Mask The Slump God,958878,4/2/2019,Hip Hop
97,Don't Stop Me Now - Remastered 2011,Queen,938889,4/2/2019,Rock
98,In My Mind,Dynoro,938100,4/2/2019,Pop
99,Promises (with Sam Smith),Calvin Harris,934110,4/2/2019,Pop
100,Cherry Lady,Capital Bra,933405,4/2/2019,Hip Hop
101,Another One Bites The Dust - Remastered 2011,Queen,924379,4/2/2019,Rock
102,DEUTSCHLAND,Rammstein,921662,4/2/2019,Rock
103,Believer,Imagine Dragons,917331,4/2/2019,Pop
104,ocean eyes,Billie Eilish,909877,4/2/2019,Pop
105,Wake Up in the Sky,Gucci Mane,907746,4/2/2019,Pop
106,bellyache,Billie Eilish,906189,4/2/2019,Pop
107,Last Hurrah,Bebe Rexha,904665,4/2/2019,Pop
108,Soltera,Lunay,903570,4/2/2019,Pop
109,The Bones,Maren Morris,902744,4/2/2019,Other
110,I Like It,Cardi B,901838,4/2/2019,Pop
111,Mo Bamba,Sheck Wes,899498,4/2/2019,Hip Hop
112,Contra La Pared,Sean Paul,898258,4/2/2019,Pop
113,Adictiva,Daddy Yankee,892859,4/2/2019,Hip Hop
114,Say My Name,David Guetta,887729,4/2/2019,Pop
115,I Like Me Better,Lauv,887169,4/2/2019,Pop
116,Body (feat. brando),Loud Luxury,883066,4/2/2019,Pop
117,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,879574,4/2/2019,Other
118,Aullando,Wisin & Yandel,877487,4/2/2019,Hip Hop
119,Si Se Da,Myke Towers,876448,4/2/2019,Rap
120,Perfect,Ed Sheeran,873793,4/2/2019,Pop
121,Psycho (feat. Ty Dolla $ign),Post Malone,869348,4/2/2019,Rap
122,Love Someone,Lukas Graham,868363,4/2/2019,Pop
123,Taste (feat. Offset),Tyga,866279,4/2/2019,Pop
124,no tears left to cry,Ariana Grande,859106,4/2/2019,Pop
125,Self,Khalid,847492,4/2/2019,Pop
126,Jocelyn Flores,XXXTENTACION,844156,4/2/2019,Hip Hop
127,Lost In Japan,Shawn Mendes,843892,4/2/2019,Pop
128,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,843471,4/2/2019,Pop
129,Don't Worry Bout Me,Zara Larsson,841189,4/2/2019,Pop
130,Too Good At Goodbyes,Sam Smith,830663,4/2/2019,Pop
131,Kills You Slowly,The Chainsmokers,825000,4/2/2019,Pop
132,God's Plan,Drake,821619,4/2/2019,Pop
133,Fast,Juice WRLD,811900,4/2/2019,Rap
134,Undrunk,FLETCHER,807322,4/2/2019,Pop
135,Envy Me,Calboy,804598,4/2/2019,Rap
136,Reggaeton,J Balvin,803966,4/2/2019,Rap
137,One Kiss (with Dua Lipa),Calvin Harris,799831,4/2/2019,Pop
138,Say You Won't Let Go,James Arthur,792345,4/2/2019,Pop
139,Beautiful (feat. Camila Cabello),Bazzi,784591,4/2/2019,Pop
140,I,Lil Skies,784184,4/2/2019,Pop
141,Natural,Imagine Dragons,767572,4/2/2019,Pop
142,Wow. - Remix,Post Malone,767525,4/2/2019,Rap
143,Thunder,Imagine Dragons,762903,4/2/2019,Pop
144,Under Pressure - Remastered 2011,Queen,759161,4/2/2019,Rock
145,CrÃ©eme,KAROL G,756819,4/2/2019,Rap
146,I Fall Apart,Post Malone,754018,4/2/2019,Rap
147,IDGAF,Dua Lipa,748217,4/2/2019,Pop
148,No Sleep (feat. Bonn),Martin Garrix,747364,4/2/2019,Pop
149,Price On My Head (feat. The Weeknd),NAV,745399,4/2/2019,Pop
150,Affalterbach,Shindy,741813,4/2/2019,Hip Hop
151,Bola Rebola,Tropkillaz,733995,4/2/2019,Pop
152,Splashin,Rich The Kid,727225,4/2/2019,Pop
153,The Middle,Zedd,726541,4/2/2019,Pop
154,Freaky,Tory Lanez,725134,4/2/2019,Pop
155,Nonstop,Drake,724113,4/2/2019,Pop
156,Hear Me Calling,Juice WRLD,723806,4/2/2019,Rap
157,needy,Ariana Grande,715021,4/2/2019,Pop
158,No New Friends,Sia,713492,4/2/2019,Pop
159,Congratulations,Post Malone,713079,4/2/2019,Rap
160,This Feeling,The Chainsmokers,709172,4/2/2019,Pop
161,FingÃ­as,Paloma Mami,707884,4/2/2019,Pop
162,In My Feelings,Drake,706641,4/2/2019,Pop
163,Speechless (feat. Erika Sirola),Robin Schulz,704308,4/2/2019,Pop
164,Havana (feat. Young Thug),Camila Cabello,700457,4/2/2019,Pop
165,Money,Cardi B,699843,4/2/2019,Pop
166,Photograph,Ed Sheeran,698811,4/2/2019,Pop
167,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,698783,4/2/2019,Hip Hop
168,Leave Me Alone,Flipp Dinero,697678,4/2/2019,Pop
169,Nights Like This (feat. Ty Dolla $ign),Kehlani,697098,4/2/2019,Pop
170,NASA,Ariana Grande,692783,4/2/2019,Pop
171,Bubalu,Becky G,690464,4/2/2019,Pop
172,365,Zedd,688442,4/2/2019,Pop
173,Best Part (feat. Daniel Caesar),H.E.R.,682908,4/2/2019,Pop
174,changes,XXXTENTACION,681834,4/2/2019,Hip Hop
175,Closer,The Chainsmokers,678875,4/2/2019,Pop
176,Shotgun,George Ezra,674152,4/2/2019,Pop
177,Solo (feat. Demi Lovato),Clean Bandit,673886,4/2/2019,Pop
178,New Rules,Dua Lipa,668761,4/2/2019,Pop
179,Moonlight,Gaullin,666783,4/2/2019,Pop
180,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,666724,4/2/2019,Pop
181,FRIENDS,Marshmello,662444,4/2/2019,Pop
182,NI BIEN NI MAL,Bad Bunny,661958,4/2/2019,Rap
183,Contando Lunares (feat. Cruz CafunÃ©),Don Patricio,661684,4/2/2019,Rap
184,Let You Love Me,Rita Ora,657906,4/2/2019,Pop
185,Kiss and Make Up,Dua Lipa,657349,4/2/2019,Pop
186,my boy,Billie Eilish,652838,4/2/2019,Pop
187,XO Tour Llif3,Lil Uzi Vert,649535,4/2/2019,Rap
188,imagine,Ariana Grande,647888,4/2/2019,Pop
189,Blackberry Sky,Eno,647617,4/2/2019,Hip Hop
190,Space Cadet (feat. Gunna),Metro Boomin,647389,4/2/2019,Pop
191,Imposible,Luis Fonsi,647353,4/2/2019,Pop
192,Sola,Manuel Turizo,647285,4/2/2019,Pop
193,Ruin My Life,Zara Larsson,642636,4/2/2019,Pop
194,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,640377,4/2/2019,Pop
