Position,Track Name,Artist,Streams,Date,Genre
1,thank u;;next,Ariana Grande,3978028,1/1/2019,Pop
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3883836,1/1/2019,Rap
3,Taki Taki (with Selena Gomez;;Ozuna & Cardi B),DJ Snake,3351784,1/1/2019,Pop
4,Wow.,Post Malone,3195966,1/1/2019,Rap
5,MIA (feat. Drake),Bad Bunny,2777884,1/1/2019,Rap
6,SICKO MODE,Travis Scott,2624453,1/1/2019,Rap
7,Without Me,Halsey,2618489,1/1/2019,Pop
8,Sweet but Psycho,Ava Max,2432084,1/1/2019,Pop
9,Calma - Remix,Pedro CapÃ³,2385494,1/1/2019,Pop
10,Happier,Marshmello,2385450,1/1/2019,Pop
11,Adan y Eva,Paulo Londra,2191752,1/1/2019,Rap
12,ZEZE (feat. Travis Scott & Offset),Kodak Black,2160788,1/1/2019,Rap
13,Going Bad (feat. Drake),Meek Mill,2020725,1/1/2019,Pop
14,Mo Bamba,Sheck Wes,1904157,1/1/2019,Rap
15,High Hopes,Panic! At The Disco,1818904,1/1/2019,Pop
16,Eastside (with Halsey & Khalid),benny blanco,1766878,1/1/2019,Pop
17,Girls Like You (feat. Cardi B),Maroon 5,1748652,1/1/2019,Pop
18,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1702113,1/1/2019,Rap
19,I Like It,Cardi B,1649370,1/1/2019,Pop
20,Better Now,Post Malone,1610618,1/1/2019,Rap
21,Lucid Dreams,Juice WRLD,1599587,1/1/2019,Rap
22,Bohemian Rhapsody - Remastered 2011,Queen,1575089,1/1/2019,Rock
23,Shallow,Lady Gaga,1569388,1/1/2019,Pop
24,God's Plan,Drake,1552552,1/1/2019,Pop
25,rockstar (feat. 21 Savage),Post Malone,1532954,1/1/2019,Rap
26,SAD!,XXXTENTACION,1520786,1/1/2019,Hip Hop
27,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1480647,1/1/2019,Hip Hop
28,In My Mind,Dynoro,1434955,1/1/2019,Pop
29,imagine,Ariana Grande,1415040,1/1/2019,Pop
30,Ella Quiere Beber - Remix,Anuel AA,1401784,1/1/2019,Rap
31,Better,Khalid,1355797,1/1/2019,Pop
32,Promises (with Sam Smith),Calvin Harris,1354412,1/1/2019,Pop
33,when the party's over,Billie Eilish,1354146,1/1/2019,Pop
34,One Kiss (with Dua Lipa),Calvin Harris,1349422,1/1/2019,Pop
35,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1327813,1/1/2019,Pop
36,Vaina Loca,Ozuna,1323457,1/1/2019,Pop
37,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1316696,1/1/2019,Pop
38,Leave Me Alone,Flipp Dinero,1288354,1/1/2019,Pop
39,Moonlight,XXXTENTACION,1287251,1/1/2019,Hip Hop
40,Wake Up in the Sky,Gucci Mane,1266708,1/1/2019,Pop
41,Adictiva,Daddy Yankee,1244010,1/1/2019,Hip Hop
42,In My Feelings,Drake,1234391,1/1/2019,Pop
43,Taste (feat. Offset),Tyga,1208890,1/1/2019,Pop
44,Be Alright,Dean Lewis,1192272,1/1/2019,Pop
45,Solo de Mi,Bad Bunny,1174937,1/1/2019,Rap
46,Shape of You,Ed Sheeran,1161132,1/1/2019,Pop
47,Don't Stop Me Now - Remastered 2011,Queen,1155173,1/1/2019,Rock
48,Saturday Nights,Khalid,1144090,1/1/2019,Pop
49,Havana (feat. Young Thug),Camila Cabello,1123301,1/1/2019,Pop
50,Youngblood,5 Seconds of Summer,1122507,1/1/2019,Pop
51,whoa (mind in awe),XXXTENTACION,1113177,1/1/2019,Hip Hop
52,Money,Cardi B,1070677,1/1/2019,Pop
53,Desconocidos,Mau y Ricky,1063063,1/1/2019,Pop
54,BEBE,6ix9ine,1057399,1/1/2019,Rap
55,Nonstop,Drake,1057376,1/1/2019,Pop
56,Look Back at It,A Boogie Wit da Hoodie,1039862,1/1/2019,Pop
57,monster,21 Savage,1039050,1/1/2019,Hip Hop
58,Cuando Te BesÃ©,Becky G,1029266,1/1/2019,Pop
59,Te BotÃ© - Remix,Nio Garcia,1027193,1/1/2019,Rap
60,Solo (feat. Demi Lovato),Clean Bandit,1021738,1/1/2019,Pop
61,a lot,21 Savage,1020796,1/1/2019,Hip Hop
62,New Rules,Dua Lipa,1007381,1/1/2019,Pop
63,Psycho (feat. Ty Dolla $ign),Post Malone,1005916,1/1/2019,Rap
64,Reggaeton,J Balvin,1001566,1/1/2019,Rap
65,Body (feat. brando),Loud Luxury,997092,1/1/2019,Pop
66,Bad Liar,Imagine Dragons,996870,1/1/2019,Pop
67,Kiss and Make Up,Dua Lipa,962317,1/1/2019,Pop
68,Ruin My Life,Zara Larsson,961238,1/1/2019,Pop
69,KIKA,6ix9ine,960024,1/1/2019,Rap
70,The Middle,Zedd,959284,1/1/2019,Pop
71,lovely,Billie Eilish,956792,1/1/2019,Pop
72,Imposible,Luis Fonsi,950131,1/1/2019,Pop
73,Ya No Tiene Novio,Sebastian Yatra,938819,1/1/2019,Pop
74,BAD!,XXXTENTACION,938755,1/1/2019,Hip Hop
75,Jocelyn Flores,XXXTENTACION,935313,1/1/2019,Hip Hop
76,no tears left to cry,Ariana Grande,931611,1/1/2019,Pop
77,Another One Bites The Dust - Remastered 2011,Queen,925388,1/1/2019,Rock
78,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,913006,1/1/2019,Pop
79,Atrasadinha - Ao Vivo,Felipe AraÃºjo,888376,1/1/2019,Pop
80,Natural,Imagine Dragons,883348,1/1/2019,Pop
81,Bubalu,Becky G,882001,1/1/2019,Pop
82,Beautiful (feat. Camila Cabello),Bazzi,876235,1/1/2019,Pop
83,Billie Jean,Michael Jackson,870194,1/1/2019,Pop
84,FEFE,6ix9ine,866076,1/1/2019,Rap
85,Love Someone,Lukas Graham,850476,1/1/2019,Pop
86,2002,Anne-Marie,842383,1/1/2019,Pop
87,Nice For What,Drake,834237,1/1/2019,Pop
88,Amanece,Anuel AA,834131,1/1/2019,Rap
89,IDGAF,Dua Lipa,833577,1/1/2019,Pop
90,FRIENDS,Marshmello,831606,1/1/2019,Pop
91,I Love It (& Lil Pump),Kanye West,827696,1/1/2019,Rap
92,Believer,Imagine Dragons,815715,1/1/2019,Pop
93,Closer,The Chainsmokers,805260,1/1/2019,Pop
94,Armed And Dangerous,Juice WRLD,797725,1/1/2019,Rap
95,Under Pressure - Remastered 2011,Queen,788637,1/1/2019,Rock
96,Shotgun,George Ezra,783577,1/1/2019,Pop
97,What Lovers Do,Maroon 5,777870,1/1/2019,Pop
98,Perfect,Ed Sheeran,777485,1/1/2019,Pop
99,MALA,6ix9ine,770902,1/1/2019,Rap
100,Let You Love Me,Rita Ora,766065,1/1/2019,Pop
101,No Stylist (feat. Drake),French Montana,764290,1/1/2019,Pop
102,idontwannabeyouanymore,Billie Eilish,762162,1/1/2019,Pop
103,Amigos Con Derechos,Reik,761739,1/1/2019,Pop
104,Rise,Jonas Blue,761007,1/1/2019,Pop
105,Happy Now,Kygo,758427,1/1/2019,Pop
106,Falling Down - Bonus Track,Lil Peep,750603,1/1/2019,Hip Hop
107,All The Stars (with SZA),Kendrick Lamar,750528,1/1/2019,Hip Hop
108,I Fall Apart,Post Malone,747531,1/1/2019,Rap
109,Parado no BailÃ£o,MC L da Vinte,746223,1/1/2019,Other
110,Sin Pijama,Becky G,728985,1/1/2019,Pop
111,changes,XXXTENTACION,725327,1/1/2019,Hip Hop
112,YOSEMITE,Travis Scott,721428,1/1/2019,Rap
113,Thunder,Imagine Dragons,721417,1/1/2019,Pop
114,God is a woman,Ariana Grande,721002,1/1/2019,Pop
115,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,716864,1/1/2019,Pop
116,breathin,Ariana Grande,707939,1/1/2019,Pop
117,SOLO,JENNIE,698537,1/1/2019,Pop
118,Africa,TOTO,693996,1/1/2019,Rock
119,Mala MÃ­a,Maluma,693801,1/1/2019,Other
120,Look Alive (feat. Drake),BlocBoy JB,690729,1/1/2019,Hip Hop
121,Young Dumb & Broke,Khalid,689243,1/1/2019,Pop
122,Electricity (with Dua Lipa),Silk City,686953,1/1/2019,Pop
123,Somebody To Love - Remastered 2011,Queen,685968,1/1/2019,Rock
124,NotificaÃ§Ã£o Preferida - Ao Vivo,ZÃ© Neto & Cristiano,684337,1/1/2019,Other
125,Feel It Still,Portugal. The Man,682086,1/1/2019,Rock
126,No Es Justo,J Balvin,680667,1/1/2019,Rap
127,Jackie Chan,TiÃ«sto,676759,1/1/2019,Pop
128,I Like Me Better,Lauv,675938,1/1/2019,Pop
129,Culpables,KAROL G,673874,1/1/2019,Rap
130,Fuck Love (feat. Trippie Redd),XXXTENTACION,669709,1/1/2019,Hip Hop
131,Ciumeira - Ao Vivo,MarÃ­lia MendonÃ§a,668142,1/1/2019,Pop
132,Back To You - From 13 Reasons Why â€“ Season 2 Soundtrack,Selena Gomez,667871,1/1/2019,Pop
133,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,667167,1/1/2019,Pop
134,Quem Me Dera,MÃ¡rcia Fellipe,654413,1/1/2019,Pop
135,NI BIEN NI MAL,Bad Bunny,652869,1/1/2019,Rap
136,SÃ³ Pra Castigar,Wesley SafadÃ£o,652336,1/1/2019,Other
137,Yes Indeed,Lil Baby,651155,1/1/2019,Hip Hop
138,Say My Name,David Guetta,649029,1/1/2019,Pop
139,This Feeling,The Chainsmokers,648993,1/1/2019,Pop
140,all my friends,21 Savage,648632,1/1/2019,Hip Hop
141,I'm a Mess,Bebe Rexha,648088,1/1/2019,Pop
142,Familia (with Anuel Aa;;feat. Bantu) - Spider-Man: Into the Spider-Verse,Nicki Minaj,641102,1/1/2019,Pop
143,Congratulations,Post Malone,640941,1/1/2019,Rap
144,No Brainer,DJ Khaled,638118,1/1/2019,Pop
145,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,635854,1/1/2019,Pop
146,Woman Like Me (feat. Nicki Minaj),Little Mix,634293,1/1/2019,Pop
147,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,629340,1/1/2019,Pop
148,XO Tour Llif3,Lil Uzi Vert,627258,1/1/2019,Rap
149,Agora Ã© Tudo Meu,DENNIS,626205,1/1/2019,EDM
150,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,624360,1/1/2019,Hip Hop
151,X,Nicky Jam,623835,1/1/2019,Hip Hop
152,One Dance,Drake,614205,1/1/2019,Pop
153,TIC TOC,6ix9ine,614114,1/1/2019,Rap
154,These Days (feat. Jess Glynne;;Macklemore & Dan Caplen),Rudimental,613635,1/1/2019,Pop
155,Say You Won't Let Go,James Arthur,608635,1/1/2019,Pop
156,Love Lies (with Normani),Khalid,608173,1/1/2019,Pop
157,No Me Acuerdo,Thalia,606923,1/1/2019,Pop
158,Asesina - Remix,Brytiago,605680,1/1/2019,Hip Hop
159,Never Recover (Lil Baby & Gunna;;Drake),Lil Baby,602622,1/1/2019,Hip Hop
160,Lucky You (feat. Joyner Lucas),Eminem,597845,1/1/2019,Hip Hop
161,Best Part (feat. Daniel Caesar),H.E.R.,595665,1/1/2019,Pop
162,Fine China,Future,594828,1/1/2019,Pop
163,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,592632,1/1/2019,Hip Hop
164,Despacito - Remix,Luis Fonsi,592324,1/1/2019,Pop
165,PPP,Kevin Roldan,592059,1/1/2019,Hip Hop
166,Too Good At Goodbyes,Sam Smith,591298,1/1/2019,Pop
167,We Will Rock You - Remastered 2011,Queen,583157,1/1/2019,Rock
168,September,Earth;;Wind & Fire,580288,1/1/2019,Other
169,Thunderclouds,Sia,580167,1/1/2019,Pop
170,Space Cadet (feat. Gunna),Metro Boomin,579750,1/1/2019,Pop
171,Noticed,Lil Mosey,578328,1/1/2019,Rap
172,Finesse - Remix; feat. Cardi B,Bruno Mars,577058,1/1/2019,Pop
173,Ric Flair Drip (& Metro Boomin),Offset,573758,1/1/2019,Pop
174,Jenifer,Gabriel Diniz,571792,1/1/2019,Pop
175,Hey Ya!,Outkast,568622,1/1/2019,Hip Hop
176,Mr. Brightside,The Killers,566408,1/1/2019,Rock
177,Take on Me,a-ha,565994,1/1/2019,Pop
178,Ibiza,Ozuna,564919,1/1/2019,Pop
179,HUMBLE.,Kendrick Lamar,563530,1/1/2019,Hip Hop
180,NÃ£o Fala NÃ£o pra Mim,Humberto & Ronaldo,560658,1/1/2019,Pop
181,Splashin,Rich The Kid,555831,1/1/2019,Pop
182,Cheap Thrills,Sia,554971,1/1/2019,Pop
183,Wonderwall - Remastered,Oasis,554110,1/1/2019,Pop
184,Everybody Dies In Their Nightmares,XXXTENTACION,552243,1/1/2019,Hip Hop
185,In My Blood,Shawn Mendes,551475,1/1/2019,Pop
186,Quiere Beber,Anuel AA,550520,1/1/2019,Rap
187,Mine,Bazzi,550003,1/1/2019,Pop
188,MAMA,6ix9ine,543912,1/1/2019,Rap
189,CrÃ©eme,KAROL G,543156,1/1/2019,Rap
190,Puntos Suspensivos,Piso 21,542117,1/1/2019,Pop
191,goosebumps,Travis Scott,539172,1/1/2019,Rap
192,Project Dreams,Marshmello,538767,1/1/2019,Pop
193,Stayin' Alive - From Saturday Night Fever Soundtrack,Bee Gees,536886,1/1/2019,Rock
194,Medley da Gaiola - DENNIS Remix,MC Kevin o Chris,536447,1/1/2019,Other
195,Don't Stop Believin',Journey,536163,1/1/2019,Rock
196,Thinking out Loud,Ed Sheeran,534702,1/1/2019,Pop
197,Topanga,Trippie Redd,534570,1/1/2019,Rap
198,bellyache,Billie Eilish,531428,1/1/2019,Pop
199,Look At Me!,XXXTENTACION,530205,1/1/2019,Hip Hop
200,Quem Pegou;;Pegou - Ao Vivo,Henrique & Juliano,524230,1/1/2019,Other
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4323160,1/2/2019,Rap
2,thank u;;next,Ariana Grande,4275439,1/2/2019,Pop
3,Wow.,Post Malone,3947420,1/2/2019,Rap
4,Without Me,Halsey,3307383,1/2/2019,Pop
5,Taki Taki (with Selena Gomez;;Ozuna & Cardi B),DJ Snake,3188386,1/2/2019,Pop
6,Sweet but Psycho,Ava Max,2896056,1/2/2019,Pop
7,MIA (feat. Drake),Bad Bunny,2642425,1/2/2019,Rap
8,Happier,Marshmello,2598097,1/2/2019,Pop
9,SICKO MODE,Travis Scott,2512089,1/2/2019,Rap
10,Calma - Remix,Pedro CapÃ³,2419735,1/2/2019,Pop
11,ZEZE (feat. Travis Scott & Offset),Kodak Black,2297457,1/2/2019,Hip Hop
12,Going Bad (feat. Drake),Meek Mill,2291824,1/2/2019,Pop
13,High Hopes,Panic! At The Disco,2266696,1/2/2019,Pop
14,Adan y Eva,Paulo Londra,2219880,1/2/2019,Hip Hop
15,Shallow,Lady Gaga,2002482,1/2/2019,Pop
16,Eastside (with Halsey & Khalid),benny blanco,1922562,1/2/2019,Pop
17,imagine,Ariana Grande,1846263,1/2/2019,Pop
18,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1805721,1/2/2019,Hip Hop
19,Girls Like You (feat. Cardi B),Maroon 5,1794464,1/2/2019,Pop
20,Mo Bamba,Sheck Wes,1788857,1/2/2019,Hip Hop
21,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1786564,1/2/2019,Pop
22,Better Now,Post Malone,1771332,1/2/2019,Rap
23,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1759910,1/2/2019,Pop
24,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1741726,1/2/2019,Hip Hop
25,when the party's over,Billie Eilish,1740255,1/2/2019,Pop
26,Better,Khalid,1688983,1/2/2019,Pop
27,SAD!,XXXTENTACION,1650909,1/2/2019,Hip Hop
28,Lucid Dreams,Juice WRLD,1629152,1/2/2019,Rap
29,Be Alright,Dean Lewis,1567442,1/2/2019,Pop
30,In My Mind,Dynoro,1551168,1/2/2019,Pop
31,Bohemian Rhapsody - Remastered 2011,Queen,1547856,1/2/2019,Rock
32,Saturday Nights,Khalid,1505460,1/2/2019,Pop
33,rockstar (feat. 21 Savage),Post Malone,1451166,1/2/2019,Rap
34,I Like It,Cardi B,1432666,1/2/2019,Pop
35,Solo de Mi,Bad Bunny,1404161,1/2/2019,Rap
36,Promises (with Sam Smith),Calvin Harris,1403839,1/2/2019,Pop
37,Leave Me Alone,Flipp Dinero,1401919,1/2/2019,Pop
38,Moonlight,XXXTENTACION,1386221,1/2/2019,Hip Hop
39,Ella Quiere Beber - Remix,Anuel AA,1380567,1/2/2019,Rap
40,Youngblood,5 Seconds of Summer,1335150,1/2/2019,Pop
41,God's Plan,Drake,1333638,1/2/2019,Pop
42,whoa (mind in awe),XXXTENTACION,1312739,1/2/2019,Hip Hop
43,Bad Liar,Imagine Dragons,1302602,1/2/2019,Pop
44,Look Back at It,A Boogie Wit da Hoodie,1275935,1/2/2019,Pop
45,Wake Up in the Sky,Gucci Mane,1272787,1/2/2019,Pop
46,Ruin My Life,Zara Larsson,1269655,1/2/2019,Pop
47,Kiss and Make Up,Dua Lipa,1257598,1/2/2019,Pop
48,Taste (feat. Offset),Tyga,1252160,1/2/2019,Pop
49,Adictiva,Daddy Yankee,1248855,1/2/2019,Hip Hop
50,Vaina Loca,Ozuna,1240689,1/2/2019,Pop
51,monster,21 Savage,1229465,1/2/2019,Hip Hop
52,In My Feelings,Drake,1210984,1/2/2019,Pop
53,lovely,Billie Eilish,1183820,1/2/2019,Pop
54,One Kiss (with Dua Lipa),Calvin Harris,1165397,1/2/2019,Pop
55,a lot,21 Savage,1134453,1/2/2019,Hip Hop
56,Love Someone,Lukas Graham,1119997,1/2/2019,Pop
57,no tears left to cry,Ariana Grande,1096276,1/2/2019,Pop
58,Shape of You,Ed Sheeran,1085717,1/2/2019,Pop
59,Money,Cardi B,1082738,1/2/2019,Pop
60,Beautiful (feat. Camila Cabello),Bazzi,1079141,1/2/2019,Pop
61,Natural,Imagine Dragons,1077004,1/2/2019,Pop
62,Desconocidos,Mau y Ricky,1069454,1/2/2019,Pop
63,Nonstop,Drake,1062321,1/2/2019,Pop
64,Solo (feat. Demi Lovato),Clean Bandit,1059442,1/2/2019,Pop
65,Psycho (feat. Ty Dolla $ign),Post Malone,1057801,1/2/2019,Rap
66,2002,Anne-Marie,1053540,1/2/2019,Pop
67,KIKA,6ix9ine,1053445,1/2/2019,Rap
68,BEBE,6ix9ine,1039882,1/2/2019,Rap
69,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,1038175,1/2/2019,Pop
70,Happy Now,Kygo,1037718,1/2/2019,Pop
71,Jocelyn Flores,XXXTENTACION,1026927,1/2/2019,Hip Hop
72,Body (feat. brando),Loud Luxury,1021801,1/2/2019,Pop
73,Let You Love Me,Rita Ora,1011610,1/2/2019,Pop
74,BAD!,XXXTENTACION,1010099,1/2/2019,Hip Hop
75,Imposible,Luis Fonsi,996619,1/2/2019,Pop
76,Cuando Te BesÃ©,Becky G,988106,1/2/2019,Pop
77,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,985725,1/2/2019,Pop
78,IDGAF,Dua Lipa,975958,1/2/2019,Pop
79,idontwannabeyouanymore,Billie Eilish,970938,1/2/2019,Pop
80,Havana (feat. Young Thug),Camila Cabello,969001,1/2/2019,Pop
81,Bubalu,Becky G,958373,1/2/2019,Pop
82,Believer,Imagine Dragons,937515,1/2/2019,Pop
83,Don't Stop Me Now - Remastered 2011,Queen,928826,1/2/2019,Rock
84,Amanece,Anuel AA,927500,1/2/2019,Rap
85,Te BotÃ© - Remix,Nio Garcia,910772,1/2/2019,Rap
86,Shotgun,George Ezra,907473,1/2/2019,Pop
87,Reggaeton,J Balvin,907348,1/2/2019,Rap
88,The Middle,Zedd,905350,1/2/2019,Pop
89,Perfect,Ed Sheeran,904531,1/2/2019,Pop
90,Another One Bites The Dust - Remastered 2011,Queen,898540,1/2/2019,Rock
91,Rise,Jonas Blue,893925,1/2/2019,Pop
92,FEFE,6ix9ine,891953,1/2/2019,Rap
93,MALA,6ix9ine,885105,1/2/2019,Rap
94,FRIENDS,Marshmello,875534,1/2/2019,Pop
95,New Rules,Dua Lipa,871195,1/2/2019,Pop
96,Back To You - From 13 Reasons Why â€“ Season 2 Soundtrack,Selena Gomez,862586,1/2/2019,Pop
97,Armed And Dangerous,Juice WRLD,862117,1/2/2019,Rap
98,breathin,Ariana Grande,860488,1/2/2019,Pop
99,Falling Down - Bonus Track,Lil Peep,851591,1/2/2019,Hip Hop
100,I Love It (& Lil Pump),Kanye West,849997,1/2/2019,Rap
101,SOLO,JENNIE,849509,1/2/2019,Pop
102,Familia (with Anuel Aa;;feat. Bantu) - Spider-Man: Into the Spider-Verse,Nicki Minaj,845644,1/2/2019,Pop
103,I Like Me Better,Lauv,844996,1/2/2019,Pop
104,I Fall Apart,Post Malone,841779,1/2/2019,Rap
105,God is a woman,Ariana Grande,831435,1/2/2019,Pop
106,No Stylist (feat. Drake),French Montana,826033,1/2/2019,Pop
107,changes,XXXTENTACION,823767,1/2/2019,Hip Hop
108,Thunder,Imagine Dragons,822537,1/2/2019,Pop
109,YOSEMITE,Travis Scott,819659,1/2/2019,Rap
110,This Feeling,The Chainsmokers,805155,1/2/2019,Pop
111,Say My Name,David Guetta,803557,1/2/2019,Pop
112,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,802922,1/2/2019,Pop
113,NI BIEN NI MAL,Bad Bunny,791919,1/2/2019,Rap
114,Ya No Tiene Novio,Sebastian Yatra,790217,1/2/2019,Pop
115,Electricity (with Dua Lipa),Silk City,781254,1/2/2019,Pop
116,Say You Won't Let Go,James Arthur,778993,1/2/2019,Pop
117,Woman Like Me (feat. Nicki Minaj),Little Mix,778356,1/2/2019,Pop
118,I'm a Mess,Bebe Rexha,766490,1/2/2019,Pop
119,Best Part (feat. Daniel Caesar),H.E.R.,761465,1/2/2019,Pop
120,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,751358,1/2/2019,Pop
121,Too Good At Goodbyes,Sam Smith,750316,1/2/2019,Pop
122,all my friends,21 Savage,745950,1/2/2019,Hip Hop
123,Under Pressure - Remastered 2011,Queen,744676,1/2/2019,Rock
124,Fuck Love (feat. Trippie Redd),XXXTENTACION,742309,1/2/2019,Hip Hop
125,Culpables,KAROL G,733771,1/2/2019,Rap
126,Thunderclouds,Sia,718553,1/2/2019,Pop
127,Look Alive (feat. Drake),BlocBoy JB,715845,1/2/2019,Hip Hop
128,Somebody To Love - Remastered 2011,Queen,714564,1/2/2019,Rock
129,Jackie Chan,TiÃ«sto,711574,1/2/2019,Pop
130,Love Lies (with Normani),Khalid,709071,1/2/2019,Pop
131,Lucky You (feat. Joyner Lucas),Eminem,707527,1/2/2019,Hip Hop
132,Amigos Con Derechos,Reik,705309,1/2/2019,Pop
133,Closer,The Chainsmokers,703857,1/2/2019,Pop
134,TIC TOC,6ix9ine,700807,1/2/2019,Rap
135,These Days (feat. Jess Glynne;;Macklemore & Dan Caplen),Rudimental,698142,1/2/2019,Pop
136,Project Dreams,Marshmello,697764,1/2/2019,Pop
137,Nice For What,Drake,695668,1/2/2019,Pop
138,Congratulations,Post Malone,694523,1/2/2019,Rap
139,In My Blood,Shawn Mendes,691024,1/2/2019,Pop
140,Always Remember Us This Way,Lady Gaga,680841,1/2/2019,Pop
141,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,680778,1/2/2019,Hip Hop
142,XO Tour Llif3,Lil Uzi Vert,676213,1/2/2019,Rap
143,bellyache,Billie Eilish,656534,1/2/2019,Pop
144,All The Stars (with SZA),Kendrick Lamar,651532,1/2/2019,Hip Hop
145,Benzema,Capital Bra,649812,1/2/2019,Hip Hop
146,ocean eyes,Billie Eilish,642273,1/2/2019,Pop
147,Thinking out Loud,Ed Sheeran,640802,1/2/2019,Pop
148,Photograph,Ed Sheeran,634972,1/2/2019,Pop
149,Noticed,Lil Mosey,634463,1/2/2019,Rap
150,Fire On Fire - From Watership Down,Sam Smith,633423,1/2/2019,Pop
151,Fine China,Future,632884,1/2/2019,Pop
152,Mala MÃ­a,Maluma,629736,1/2/2019,Other
153,PPP,Kevin Roldan,627410,1/2/2019,Hip Hop
154,Yes Indeed,Lil Baby,624868,1/2/2019,Hip Hop
155,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,624865,1/2/2019,Hip Hop
156,Mine,Bazzi,624732,1/2/2019,Pop
157,Asesina - Remix,Brytiago,623309,1/2/2019,Hip Hop
158,Atrasadinha - Ao Vivo,Felipe AraÃºjo,622153,1/2/2019,Pop
159,Sin Pijama,Becky G,619427,1/2/2019,Pop
160,Never Recover (Lil Baby & Gunna;;Drake),Lil Baby,617935,1/2/2019,Hip Hop
161,Trampoline,SHAED,617315,1/2/2019,Pop
162,What Lovers Do,Maroon 5,616466,1/2/2019,Pop
163,Everybody Dies In Their Nightmares,XXXTENTACION,614661,1/2/2019,Hip Hop
164,Let Me Go (with Alesso;;Florida Georgia Line & watt),Hailee Steinfeld,611838,1/2/2019,Pop
165,Rewrite The Stars,Zac Efron,611752,1/2/2019,Pop
166,Young Dumb & Broke,Khalid,610807,1/2/2019,Pop
167,Wolves,Selena Gomez,610583,1/2/2019,Pop
168,Space Cadet (feat. Gunna),Metro Boomin,610530,1/2/2019,Pop
169,HUMBLE.,Kendrick Lamar,607185,1/2/2019,Hip Hop
170,Topanga,Trippie Redd,605161,1/2/2019,Rap
171,Ibiza,Ozuna,604969,1/2/2019,Pop
172,CrÃ©eme,KAROL G,603718,1/2/2019,Rap
173,Splashin,Rich The Kid,603580,1/2/2019,Pop
174,Africa,TOTO,601110,1/2/2019,Rock
175,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,599788,1/2/2019,Pop
176,No Es Justo,J Balvin,598622,1/2/2019,Rap
177,Happier,Ed Sheeran,592001,1/2/2019,Pop
178,Wonderwall - Remastered,Oasis,591033,1/2/2019,Pop
179,MAMA,6ix9ine,588226,1/2/2019,Rap
180,Puntos Suspensivos,Piso 21,585088,1/2/2019,Pop
181,We Will Rock You - Remastered 2011,Queen,583487,1/2/2019,Rock
182,Ocean (feat. Khalid),Martin Garrix,579475,1/2/2019,Pop
183,All Girls Are The Same,Juice WRLD,575524,1/2/2019,Rap
184,Something Just Like This,The Chainsmokers,574446,1/2/2019,Pop
185,goosebumps,Travis Scott,574271,1/2/2019,Rap
186,This Is Me,Keala Settle,572867,1/2/2019,Other
187,Ric Flair Drip (& Metro Boomin),Offset,570762,1/2/2019,Pop
188,Happy Now,Zedd,570333,1/2/2019,Pop
189,No Brainer,DJ Khaled,570109,1/2/2019,Pop
190,Born To Be Yours,Kygo,562953,1/2/2019,Pop
191,Call Out My Name,The Weeknd,562706,1/2/2019,Pop
192,I'm Yours,Jason Mraz,562472,1/2/2019,Pop
193,come out and play,Billie Eilish,559513,1/2/2019,Pop
194,Look At Me!,XXXTENTACION,555418,1/2/2019,Hip Hop
195,Silence,Marshmello,552563,1/2/2019,Pop
196,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,552450,1/2/2019,Pop
197,Mr. Brightside,The Killers,549866,1/2/2019,Rock
198,In My Head,Peter Manos,549508,1/2/2019,Pop
199,Treat You Better,Shawn Mendes,549497,1/2/2019,Pop
200,HaifischNikez Allstars,LX,544655,1/2/2019,Hip Hop
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4426149,1/3/2019,Rap
2,thank u;;next,Ariana Grande,4320260,1/3/2019,Pop
3,Wow.,Post Malone,4053717,1/3/2019,Rap
4,Without Me,Halsey,3387195,1/3/2019,Pop
5,Taki Taki (with Selena Gomez;;Ozuna & Cardi B),DJ Snake,3268561,1/3/2019,Pop
6,Sweet but Psycho,Ava Max,2925728,1/3/2019,Pop
